id,act_id,articol_nr,articol_label,titlu_nr,titlu_denumire,capitol_nr,capitol_denumire,sectiune_nr,sectiune_denumire,subsectiune_nr,subsectiune_denumire,text_articol,issue,explicatie,ordine,created_at,updated_at,ai_status,ai_processed_at,ai_error,metadate,issue_monitoring_id
6419,71,1,Articolul 1,,,,Dispoziții generale,,,,,"Eliminat.-----------Art. 1^1 a fost eliminat prin respingerea ORDONANȚEI nr. 37 din 30 ianuarie 2003, publicate în MONITORUL OFICIAL nr. 62 din 1 februarie 2003 de către LEGEA nr. 213 din 5 iulie 2005, publicată în MONITORUL OFICIAL nr. 597 din 11 iulie 2005....ORDONANȚA nr. 37 din 30 ianuarie 2003, publicată în MONITORUL OFICIAL nr. 62 din 1 februarie 2003 a fost abrogată de art. III din LEGEA nr. 246 din 18 iulie 2005, publicată în MONITORUL OFICIAL nr. 656 din 25 iulie 2005.",,,2,2025-11-11 09:48:21.43121,2025-11-11 09:48:21.43121,pending,,,,
6420,71,2,Articolul 2,,,,Dispoziții generale,,,,,"Prezenta ordonanța are ca scop crearea cadrului pentru:a)exercitarea dreptului la libera asociere;...b)promovarea valorilor civice, ale democrației și statului de drept;...c)urmărirea realizării unui interes general, local sau de grup;(la 28-07-2005, 
			Litera c) a art. 2 a fost modificată de pct. 2 al art. I din LEGEA nr. 246 din 18 iulie 2005, publicată în MONITORUL OFICIAL nr. 656 din 25 iulie 2005.
			)...d)facilitarea accesului asociațiilor și fundațiilor la resurse private și publice;-----------Litera d) a art. 2 a revenit la forma inițială prin respingerea ORDONANȚEI nr. 37 din 30 ianuarie 2003, publicate în MONITORUL OFICIAL nr. 62 din 1 februarie 2003 de către LEGEA nr. 213 din 5 iulie 2005, publicată în MONITORUL OFICIAL nr. 597 din 11 iulie 2005.ORDONANȚA nr. 37 din 30 ianuarie 2003, publicată în MONITORUL OFICIAL nr. 62 din 1 februarie 2003 a fost abrogată de art. III din LEGEA nr. 246 din 18 iulie 2005, publicată în MONITORUL OFICIAL nr. 656 din 25 iulie 2005....e)parteneriatul dintre autoritățile publice și persoanele juridice de drept privat fără scop patrimonial;...f)respectarea ordinii publice....",,,3,2025-11-11 09:48:21.43121,2025-11-11 09:48:21.43121,pending,,,,
6421,71,3,Articolul 3,,,,Dispoziții generale,,,,,"Actele juridice de constituire a asociațiilor și fundațiilor, încheiate în condițiile prezentei ordonanțe, sunt guvernate de legea civilă.",,,4,2025-11-11 09:48:21.43121,2025-11-11 09:48:21.43121,pending,,,,
6422,71,4,Articolul 4,,,,Înființarea asociațiilor și a fundațiilor,,Constituirea și înscrierea asociației,,,"(1)...Asociația este subiectul de drept privat constituit de trei sau mai multe persoane care, pe baza unei înțelegeri, pun în comun și fără drept de restituire contribuția materială, cunoștințele sau aportul lor în muncă pentru realizarea unor activități în interes general, al unor colectivități sau, după caz, în interesul lor personal nepatrimonial....(2)...Un caz distinct de asociație îl reprezintă acea organizație a cetățenilor aparținând minorităților naționale al cărei scop îl reprezintă:a)apărarea, păstrarea, dezvoltarea și promovarea identității unei minorități naționale;...b)reprezentarea publică a cetățenilor aparținând unei minorități naționale cu rolul de a îndeplini o misiune publică constituțională.......(3)...Prin minoritate națională se înțelege acea etnie reprezentată în Consiliul Minorităților Naționale....(la 05-12-2020, 
			Articolul 4 din Sectiunea 1 , Capitolul II  a fost modificat de Punctul 1, Articolul I din LEGEA nr. 276 din 27 noiembrie 2020, publicată în MONITORUL OFICIAL nr. 1166 din 02 decembrie 2020
			)",,,5,2025-11-11 09:48:21.43121,2025-11-11 09:48:21.43121,pending,,,,
6423,71,5,Articolul 5,,,,Înființarea asociațiilor și a fundațiilor,,Constituirea și înscrierea asociației,,,"(1)...Asociația dobândește personalitate juridică prin înscrierea în Registrul asociațiilor și fundațiilor aflat la grefa judecătoriei în a carei circumscripție își are sediul.(la 02-06-2012, 
			Alin. (1) al art. 5 a fost modificat de pct. 9 al art. 35 din LEGEA nr. 76 din 24 mai 2012 publicată în MONITORUL OFICIAL nr. 365 din 30 mai 2012, prin înlocuirea unei sintagme.
			)...(2)...În temeiul dreptului constituțional la asociere, persoanele fizice se pot asocia fără a constitui o persoana juridică atunci când realizarea scopului propus permite aceasta.",,,6,2025-11-11 09:48:21.43121,2025-11-11 09:48:21.43121,pending,,,,
6424,71,6,Articolul 6,,,,Înființarea asociațiilor și a fundațiilor,,Constituirea și înscrierea asociației,,,"(1)...În vederea dobândirii personalității juridice, membrii asociați încheie statutul asociației, prin act sub semnătură privată....(2)...Statutul cuprinde, sub sancțiunea nulității absolute:a)datele de identificare ale membrilor asociați: numele, prenumele, codul numeric personal, seria și numărul actului de identitate pentru persoanele fizice, denumirea și codul de identificare fiscală ale persoanei juridice asociate și, după caz, domiciliul sau reședința ori adresa sediului social;...b)exprimarea voinței de asociere și precizarea scopului și a obiectivelor asociației;...c)denumirea asociației;...d)sediul asociației;...e)durata de funcționare a asociației - pe termen determinat, cu indicarea expresă a termenului, sau, după caz, pe termen nedeterminat;...f)patrimoniul inițial al asociației; activul patrimonial este alcătuit din aportul în natură și/sau în bani al asociaților, în cazul aportului în natură, constând în bunuri imobile, forma autentică a statutului este obligatorie;...g)componența nominală a celor dintâi organe de conducere, administrare și control ale asociației;...h)persoana sau, după caz, persoanele împuternicite să desfășoare procedura de dobândire a personalității juridice;...i)modul de dobândire și de pierdere a calității de asociat;...j)drepturile și obligațiile asociaților;...k)categoriile de resurse patrimoniale ale asociației;...l)atribuțiile organelor de conducere, administrare și control ale asociației;...m)destinația bunurilor, în cazul dizolvării asociației, cu respectarea dispozițiilorart. 60;...n)semnăturile membrilor asociați.......(3)...În cazul în care din asociație fac parte persoane ale căror nume sau ale căror denumiri sunt redactate într-o altă grafie decât cea latină, numele sau denumirile sunt transliterate în grafia latină, conform actelor de identitate, respectiv actelor de înființare emise de autoritățile statului de apartenență ori statului român și sunt folosite în forma astfel transliterată ori de câte ori aceste persoane sunt prevăzute în documentele oficiale ale asociației....(4)...Prin excepție de la prevederilealin. (2) lit. c), organizațiile legal constituite ale cetățenilor aparținând unei minorități naționale reprezentate în Consiliul Minorităților Naționale, care participă în procesul electoral, își pot păstra denumirea sub care sunt reprezentate în Consiliul Minorităților Naționale....(la 05-12-2020, 
			Articolul 6 din Sectiunea 1 , Capitolul II  a fost modificat de Punctul 2, Articolul I din LEGEA nr. 276 din 27 noiembrie 2020, publicată în MONITORUL OFICIAL nr. 1166 din 02 decembrie 2020
			)",,,7,2025-11-11 09:48:21.43121,2025-11-11 09:48:21.43121,pending,,,,
6425,71,7,Articolul 7,,,,Înființarea asociațiilor și a fundațiilor,,Constituirea și înscrierea asociației,,,"(1)...Oricare dintre membrii asociați, pe baza împuternicirii date în condițiileart. 6 alin. (2) lit. h), poate formula o cerere de înscriere a asociației în Registrul asociațiilor și fundațiilor aflat la grefa judecătoriei în a cărei circumscripție urmează să-și aibă sediul.(la 02-06-2012, 
			Alin. (1) al art. 7 a fost modificat de pct. 9 al art. 35 din LEGEA nr. 76 din 24 mai 2012 publicată în MONITORUL OFICIAL nr. 365 din 30 mai 2012, prin înlocuirea unei sintagme.
			)...(2)...Cererea de înscriere va fi însoțită doar de următoarele documente:a)statutul asociației, într-o singură copie certificată pentru conformitate cu originalul de persoana împuternicită în condițiileart. 6 alin. (2) lit. h);...b)actele doveditoare ale sediului, precum și cele privind patrimoniul inițial doar în cazul aportului în natură constând în bunuri imobile;...c)copii certificate pentru conformitate cu originalul ale actelor doveditoare ale identității membrilor asociați;...d)declarație pe propria răspundere a persoanei care, în temeiulalin. (1), formulează cererea de înscriere, care cuprinde datele de identificare ale beneficiarilor reali ai asociației, în sensul reglementărilor din domeniul prevenirii și combaterii spălării banilor și finanțării terorismului. Datele de identificare ale beneficiarului real sunt: numele, prenumele, data nașterii, codul numeric personal, seria și numărul actului de identitate, cetățenia, domiciliul sau reședința. În cazul asociațiilor constituite/conduse doar de persoane fizice, nu este obligatorie depunerea declarației pe propria răspundere atunci când singurii beneficiari reali sunt persoanele fizice ale căror date de identificare sunt cuprinse în documentele din dosar, caz în care completarea registrului central se va face din oficiu pe baza acestora și conform regulilor prevăzute la art. 4 din Legea nr. 129/2019 pentru prevenirea și combaterea spălării banilor și finanțării terorismului, precum și pentru modificarea și completarea unor acte normative, cu modificările și completările ulterioare;...e)dovada disponibilității denumirii eliberată de Ministerul Justiției sau, după caz, refuzul motivat al eliberării acesteia;...f)avizul consultativ al Secretariatului de Stat pentru Culte, în cazul în care asociația va desfășura și activități religioase.(la 13-04-2024, 
			Alineatul (2) , Articolul 7 , Sectiunea 1 , Capitolul II  a fost completat de Punctul 1. , ARTICOLUL UNIC  din LEGEA nr. 84 din 9 aprilie 2024, publicată în MONITORUL OFICIAL nr. 333 din 10 aprilie 2024
			)...(la 05-12-2020, 
			Alineatul (2) din Articolul 7 , Sectiunea 1 , Capitolul II  a fost modificat de Punctul 3, Articolul I din LEGEA nr. 276 din 27 noiembrie 2020, publicată în MONITORUL OFICIAL nr. 1166 din 02 decembrie 2020
			)...(2^1)...În cazul în care documentele prevăzute laalin. (2) lit. b)șic)sunt redactate într-o limbă străină, ele se depun în copie certificată, însoțite de traducerea legalizată efectuată de un traducător autorizat.(la 05-12-2020, 
			Alineatul (2^1) din Articolul 7 , Sectiunea 1 , Capitolul II  a fost modificat de Punctul 4, Articolul I din LEGEA nr. 276 din 27 noiembrie 2020, publicată în MONITORUL OFICIAL nr. 1166 din 02 decembrie 2020
			)...(2^2)...În cazul în care denumirea asociației este în altă limbă decât limba română, la cererea de eliberare a dovezii disponibilității denumirii prevăzute laalin. (2) lit. e)se atașează o traducere legalizată efectuată de un traducător autorizat, excepție făcând denumirile care conțin nume proprii, intraductibile și denumirile consacrate pe plan internațional. Prevederilealin. (3)-(3^4)se aplică în mod corespunzător.(la 05-12-2020, 
			Articolul 7  din  Sectiunea 1 , Capitolul II  a fost completat de Punctul 5, Articolul I din LEGEA nr. 276 din 27 noiembrie 2020, publicată în MONITORUL OFICIAL nr. 1166 din 02 decembrie 2020
			)...(2^3)...La depunerea actelor doveditoare ale sediului prevăzute laalin. (2) lit. b)nu este necesar avizul privind schimbarea destinației imobilelor colective cu regim de locuință, prevăzut la art. 40 din Legea nr. 196/2018 privind înființarea, organizarea și funcționarea asociațiilor de proprietari și administrarea condominiilor, cu modificările ulterioare, atunci când persoana împuternicită în condițiile prevăzute laart. 6 alin. (2) lit. h)declară pe propria răspundere faptul că asociația nu va desfășura activitate la sediul ales.(la 05-12-2020, 
			Articolul 7  din  Sectiunea 1 , Capitolul II  a fost completat de Punctul 5, Articolul I din LEGEA nr. 276 din 27 noiembrie 2020, publicată în MONITORUL OFICIAL nr. 1166 din 02 decembrie 2020
			)...(2^4)...În cazul în care la constituirea asociației participă și o persoană juridică, cu privire la aceasta cererea de înscriere va fi însoțită doar de următoarele documente:a)extras oficial de la registrul autorității relevante la care este înregistrată, care să ateste forma persoanei juridice și reprezentanții acesteia;...b)în cazul în care statutul asociației este semnat de o altă persoană decât reprezentanții prevăzuți în documentul de lalit. a), hotărârea organelor de conducere ale persoanei juridice fondatoare în sensul înființării asociației și desemnării persoanei pentru a o reprezenta în cadrul asociației;...c)cazier fiscal al persoanei juridice fondatoare, caz în care nu este necesară depunerea unui cazier fiscal și de către persoana fizică reprezentant al persoanei juridice....(la 05-12-2020, 
			Articolul 7  din  Sectiunea 1 , Capitolul II  a fost completat de Punctul 5, Articolul I din LEGEA nr. 276 din 27 noiembrie 2020, publicată în MONITORUL OFICIAL nr. 1166 din 02 decembrie 2020
			)...(2^5)...Prevederilealin. (2^3)se aplică în mod corespunzător și în situația în care persoana juridică devine membru în organele de conducere.(la 05-12-2020, 
			Articolul 7  din  Sectiunea 1 , Capitolul II  a fost completat de Punctul 5, Articolul I din LEGEA nr. 276 din 27 noiembrie 2020, publicată în MONITORUL OFICIAL nr. 1166 din 02 decembrie 2020
			)...(3)...Este interzis ca denumirea asociației să fie identică sau asemănătoare până la confuzie cu denumirea altei persoane juridice fără scop patrimonial, constituite potrivit prevederilor prezentei ordonanțe. Astfel, o denumire este susceptibilă de a fi apropriată dacă nu aparține unei alte persoane juridice fără scop patrimonial de același fel - asociație, fundație sau federație - prin înscrierea ei anterioară în Registrul național al persoanelor juridice fără scop patrimonial.(la 20-03-2014, 
			Alin. (3) al art. 7 a fost modificat de pct. 1 al art. I din LEGEA nr. 22 din 13 martie 2014, publicată în MONITORUL OFICIAL nr. 188 din 17 martie 2014.
			)...(3^1)...Este interzisă utilizarea în denumirea asociației a unor sintagme sau cuvinte susceptibile să creeze confuzie cu denumirea unor autorități sau instituții publice. Prin sintagme sau cuvinte susceptibile să creeze confuzie cu denumirea unor autorități sau instituții publice se înțelege includerea în denumirea asociației a unor termeni și expresii precum: «comisariat», «inspectorat», «gardă», «autoritate», «poliție», «jandarmerie», «protecția consumatorilor» sau derivatele acestora.(la 20-03-2014, 
			Alin. (3^1) al art. 7 a fost modificat de pct. 1 al art. I din LEGEA nr. 22 din 13 martie 2014, publicată în MONITORUL OFICIAL nr. 188 din 17 martie 2014.
			)...(3^2)...Înscrierea unei asociații folosind în denumirea să cuvintele ""național"" sau ""român"" ori derivatele acestora se realizează numai cu acordul prealabil al Secretariatului General al Guvernului.(la 24-03-2010, 
			Alin. (3^2) al art. 7 a fost introdus de art. I din LEGEA nr. 34 din 8 martie 2010, publicată în MONITORUL OFICIAL nr. 151 din 9 martie 2010.
			)...(3^3)...Este interzis ca denumirea asociației să fie identică sau asemănătoare până la confuzie cu denumirea oricărei structuri profesionale constituite în baza legii și care funcționează în acord cu aceasta, cum ar fi: «Barou», «Cameră», «Uniunea Națională a Barourilor din România», «Uniunea Națională a Notarilor Publici din România», «Uniunea Națională a Executorilor Judecătorești», «Consiliul de Mediere», «Consiliul Uniunii Naționale a Notarilor Publici din România», «Consiliul Uniunii Naționale a Barourilor din România», precum și altele asemenea.(la 20-03-2014, 
			Alin. (3^3) al art. 7 a fost introdus de pct. 2 al art. I din LEGEA nr. 22 din 13 martie 2014, publicată în MONITORUL OFICIAL nr. 188 din 17 martie 2014.
			)...(3^4)...Este interzis, sub sancțiunea nulității absolute a statutului ca o filială sau sucursală să poarte o altă denumire decât cea a asociației sau fundației care o constituie.(la 05-12-2020, 
			Alineatul (3^4) din Articolul 7 , Sectiunea 1 , Capitolul II  a fost modificat de Punctul 6, Articolul I din LEGEA nr. 276 din 27 noiembrie 2020, publicată în MONITORUL OFICIAL nr. 1166 din 02 decembrie 2020
			)...(3^5)...Interdicțiile cu privire la denumire prevăzute pentru asociații și fundații sunt aplicabile în mod corespunzător și pentru federații*).(la 20-03-2014, 
			Alin. (3^5) al art. 7 a fost introdus de pct. 2 al art. I din LEGEA nr. 22 din 13 martie 2014, publicată în MONITORUL OFICIAL nr. 188 din 17 martie 2014.
			)...(4)...În cazul nerespectării dispozițiiloralin. (3)-(3^3)șialin. (3^5), Ministerul Justiției va refuza motivat eliberarea dovezii disponibilității denumirii.(la 20-03-2014, 
			Alin. (4) al art. 7 a fost modificat de pct. 3 al art. I din LEGEA nr. 22 din 13 martie 2014, publicată în MONITORUL OFICIAL nr. 188 din 17 martie 2014.
			)...(la 28-07-2005, 
			Art. 7 a fost modificat de pct. 5 al art. I din LEGEA nr. 246 din 18 iulie 2005, publicată în MONITORUL OFICIAL nr. 656 din 25 iulie 2005.
			)",,,8,2025-11-11 09:48:21.43121,2025-11-11 09:48:21.43121,pending,,,,
6426,71,8,Articolul 8,,,,Înființarea asociațiilor și a fundațiilor,,Constituirea și înscrierea asociației,,,"(1)...Asociația devine persoana juridică din momentul înscrierii ei în Registrul asociațiilor și fundațiilor....(2)...În termen de 3 zile de la depunerea cererii de înscriere și a documentelor prevăzute laart. 7 alin. (2)judecătorul desemnat de președintele instanței verifica legalitatea acestora și dispune, prin încheiere, înscrierea asociației în Registrul asociațiilor și fundațiilor....(2^1)...În cadrul procedurii de verificare a legalității cererii de înscriere și a documentelor prevăzute laart. 7 alin. (2), judecătorul desemnat de președintele instanței verifică respectarea dispozițiilorart. 7 alin. (3)și poate dispune, prin încheiere motivată, înscrierea asociației în Registrul asociațiilor și fundațiilor, chiar dacă există un refuz motivat al Ministerului Justiției de a elibera dovada disponibilității denumirii, pe care îl apreciază ca neîntemeiat.(la 28-07-2005, 
			Alin. (2^1) al art. 8 a fost introdus de pct. 6 al art. I din LEGEA nr. 246 din 18 iulie 2005, publicată în MONITORUL OFICIAL nr. 656 din 25 iulie 2005.
			)...(3)...Odată cu efectuarea înscrierii, încheierea prin care s-a dispus înscrierea se comunică din oficiu, pentru evidența fiscală, organului financiar local în a cărui rază teritorială se află sediul asociației, cu menționarea numărului de înscriere în Registrul asociațiilor și fundațiilor.(la 28-07-2005, 
			Alin. (3) al art. 8 a fost modificat de pct. 7 al art. I din LEGEA nr. 246 din 18 iulie 2005, publicată în MONITORUL OFICIAL nr. 656 din 25 iulie 2005.
			)",,,9,2025-11-11 09:48:21.43121,2025-11-11 09:48:21.43121,pending,,,,
6050,70,8,Articolul 8,,,,Înființarea asociațiilor și a fundațiilor,,Constituirea și înscrierea asociației,,,"(1)...Asociația devine persoana juridică din momentul înscrierii ei în Registrul asociațiilor și fundațiilor....(2)...În termen de 3 zile de la depunerea cererii de înscriere și a documentelor prevăzute laart. 7 alin. (2)judecătorul desemnat de președintele instanței verifica legalitatea acestora și dispune, prin încheiere, înscrierea asociației în Registrul asociațiilor și fundațiilor....(2^1)...În cadrul procedurii de verificare a legalității cererii de înscriere și a documentelor prevăzute laart. 7 alin. (2), judecătorul desemnat de președintele instanței verifică respectarea dispozițiilorart. 7 alin. (3)și poate dispune, prin încheiere motivată, înscrierea asociației în Registrul asociațiilor și fundațiilor, chiar dacă există un refuz motivat al Ministerului Justiției de a elibera dovada disponibilității denumirii, pe care îl apreciază ca neîntemeiat.(la 28-07-2005, 
			Alin. (2^1) al art. 8 a fost introdus de pct. 6 al art. I din LEGEA nr. 246 din 18 iulie 2005, publicată în MONITORUL OFICIAL nr. 656 din 25 iulie 2005.
			)...(3)...Odată cu efectuarea înscrierii, încheierea prin care s-a dispus înscrierea se comunică din oficiu, pentru evidența fiscală, organului financiar local în a cărui rază teritorială se află sediul asociației, cu menționarea numărului de înscriere în Registrul asociațiilor și fundațiilor.(la 28-07-2005, 
			Alin. (3) al art. 8 a fost modificat de pct. 7 al art. I din LEGEA nr. 246 din 18 iulie 2005, publicată în MONITORUL OFICIAL nr. 656 din 25 iulie 2005.
			)",,,9,2025-11-10 21:55:15.817106,2025-11-10 21:55:15.817106,pending,,,,
6051,70,9,Articolul 9,,,,Înființarea asociațiilor și a fundațiilor,,Constituirea și înscrierea asociației,,,"(1)...În cazul în care cerințele legale pentru constituirea asociației nu sunt îndeplinite, judecătorul, la expirarea termenului prevăzut laart. 8 alin. (2), îl va cita, în camera de consiliu, pe reprezentantul asociației, punându-i în vedere, în scris, să remedieze neregularitățile constatate.(la 22-12-2008, 
			Alin. (1) al art. 9 a fost modificat de pct. 2 al art. I din LEGEA nr. 305 din 15 decembrie 2008, publicată în MONITORUL OFICIAL nr. 855 din 19 decembrie 2008.
			)...(2)...Dacă neregularitățile constatate privesc dispozițiile art. 40 alin. (2) din Constituție, pentru termenul fixat va fi citat și parchetul de pe lângă instanța sesizată, căruia i se vor comunica, în copie, cererea de înscriere, împreună cu statutul asociației. În acest caz punerea concluziilor de către procuror este obligatorie.(la 05-12-2020, 
			Alineatul (2) din Articolul 9 , Sectiunea 1 , Capitolul II  a fost modificat de Punctul 7, Articolul I din LEGEA nr. 276 din 27 noiembrie 2020, publicată în MONITORUL OFICIAL nr. 1166 din 02 decembrie 2020
			)",,,10,2025-11-10 21:55:15.817106,2025-11-10 21:55:15.817106,pending,,,,
6052,70,10,Articolul 10,,,,Înființarea asociațiilor și a fundațiilor,,Constituirea și înscrierea asociației,,,"(1)...În situația în care, la termenul fixat, neregularitățile sunt înlăturate, judecătorul, ascultând și concluziile procurorului, dacă este cazul, va lua act despre aceasta prin încheiere, dispunând înscrierea asociației în Registrul asociațiilor și fundațiilor....(2)...În cazul în care neregularitățile nu au fost înlăturate sau, deși legal citat, reprezentantul asociației lipsește în mod nejustificat, judecătorul va respinge cererea de înscriere prin încheiere motivată....(3)...Încheierile prevăzute în acest articol se vor pronunța în cel mult 24 de ore de la închiderea dezbaterilor și se vor redacta în termen de cel mult 48 de ore de la pronunțare.",,,11,2025-11-10 21:55:15.817106,2025-11-10 21:55:15.817106,pending,,,,
6053,70,11,Articolul 11,,,,Înființarea asociațiilor și a fundațiilor,,Constituirea și înscrierea asociației,,,"(1)...Încheierile de admitere sau de respingere a cererii de înscriere sunt supuse numai apelului.(la 02-06-2012, 
			Alin. (1) al art. 11 a fost modificat de pct. 1 al art. 35 din LEGEA nr. 76 din 24 mai 2012 publicată în MONITORUL OFICIAL nr. 365 din 30 mai 2012.
			)...(2)...În cazul în care procurorul nu a participat la soluționarea cererii, parchetului pe de lângă instanța sesizată i se vor comunica și copii de pe statutul asociației, împreună cu încheierea de admitere ori de respingere a cererii de înscriere, după caz.(la 05-12-2020, 
			Alineatul (2) din Articolul 11 , Sectiunea 1 , Capitolul II  a fost modificat de Punctul 8, Articolul I din LEGEA nr. 276 din 27 noiembrie 2020, publicată în MONITORUL OFICIAL nr. 1166 din 02 decembrie 2020
			)...(3)...Termenul de apel este de 5 zile și curge de la data pronunțării, pentru cei care au fost prezenți, și de la data comunicării, pentru cei care au lipsit.(la 02-06-2012, 
			Alin. (3) al art. 11 a fost modificat de pct. 1 al art. 35 din LEGEA nr. 76 din 24 mai 2012 publicată în MONITORUL OFICIAL nr. 365 din 30 mai 2012.
			)...(4)...Apelul se soluționează cu citarea părților, în camera de consiliu, de urgență și cu precădere. Dispozițiileart. 10 alin. (3)cu privire la pronunțarea și redactarea hotărârii se aplică în mod corespunzător.(la 02-06-2012, 
			Alin. (4) al art. 11 a fost modificat de pct. 1 al art. 35 din LEGEA nr. 76 din 24 mai 2012 publicată în MONITORUL OFICIAL nr. 365 din 30 mai 2012.
			)",,,12,2025-11-10 21:55:15.817106,2025-11-10 21:55:15.817106,pending,,,,
6054,70,12,Articolul 12,,,,Înființarea asociațiilor și a fundațiilor,,Constituirea și înscrierea asociației,,,"(1)...Înscrierea în Registrul asociațiilor și fundațiilor, în conformitate cuart. 8, se efectuează în ziua rămânerii definitive a încheierii de admitere, eliberându-se, la cerere, reprezentantului asociației sau mandatarului acesteia un certificat de înscriere care va cuprinde: denumirea asociației, sediul acesteia, durata de funcționare, numărul și data înscrierii în Registrul asociațiilor și fundațiilor.(la 02-06-2012, 
			Alin. (1) al art. 12 a fost modificat de pct. 2 al art. 35 din LEGEA nr. 76 din 24 mai 2012 publicată în MONITORUL OFICIAL nr. 365 din 30 mai 2012.
			)...(2)...În relațiile cu terții dovada personalității juridice se face cu certificatul de înscriere.",,,13,2025-11-10 21:55:15.817106,2025-11-10 21:55:15.817106,pending,,,,
